                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    149,                 1.7873,                 1.4001,                  1.335,                0.69094,                0.61299,                0.68476,                0.26772,                 1.9711,                 1.3714,                 1.4573,              0.0005447,              0.0005447,              0.0005447
                    150,                 1.7571,                 1.3841,                 1.3597,                0.83295,                0.54839,                0.66079,                0.28815,                 2.0305,                 1.3616,                 1.4669,              0.0005348,              0.0005348,              0.0005348
                    151,                 1.6432,                  1.343,                 1.3413,                0.87072,                0.53226,                0.64556,                0.28457,                 1.9999,                 1.3929,                 1.4601,              0.0005249,              0.0005249,              0.0005249
                    152,                 1.8006,                 1.4127,                 1.3679,                0.79586,                0.54839,                0.61429,                0.25838,                 2.0399,                 1.4749,                 1.5109,               0.000515,               0.000515,               0.000515
                    153,                 1.7635,                 1.4009,                 1.3419,                 0.7509,                0.53487,                0.60933,                0.26061,                 2.1279,                 1.4541,                 1.5485,              0.0005051,              0.0005051,              0.0005051
                    154,                 1.6917,                 1.4193,                 1.3528,                0.71657,                0.51613,                0.57384,                0.23059,                 2.1784,                  1.453,                 1.5223,              0.0004952,              0.0004952,              0.0004952
                    155,                 1.8253,                  1.365,                 1.3625,                0.64633,                0.56011,                0.60281,                0.23159,                  2.135,                 1.4278,                 1.5129,              0.0004853,              0.0004853,              0.0004853
                    156,                 1.6887,                 1.3576,                 1.3357,                0.83889,                0.58065,                0.69504,                0.26663,                 1.9966,                 1.2898,                 1.4634,              0.0004754,              0.0004754,              0.0004754
                    157,                 1.6853,                 1.3634,                   1.34,                0.81329,                 0.6129,                0.71604,                0.27623,                 2.0303,                 1.3513,                 1.4565,              0.0004655,              0.0004655,              0.0004655
                    158,                 1.7461,                 1.4507,                 1.3841,                0.61354,                0.48387,                0.52662,                0.22315,                  2.111,                 1.6305,                 1.4829,              0.0004556,              0.0004556,              0.0004556
                    159,                 1.6123,                    1.3,                 1.3166,                0.55492,                0.29032,                0.31542,                 0.1092,                 2.3713,                 2.1448,                 1.5715,              0.0004457,              0.0004457,              0.0004457
                    160,                 1.7241,                 1.3766,                 1.3509,                0.73602,                0.62959,                0.68026,                0.26616,                  1.981,                 1.4072,                 1.4445,              0.0004358,              0.0004358,              0.0004358
