                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    148,                 1.7963,                 1.5956,                 1.6136,                0.76101,                0.56495,                0.65905,                 0.2825,                 1.8964,                  1.618,                 1.7877,              0.0005546,              0.0005546,              0.0005546
                    149,                 1.7487,                 1.5251,                 1.5538,                0.82226,                0.59695,                0.69146,                0.28665,                   1.98,                 1.5921,                 1.8055,              0.0005447,              0.0005447,              0.0005447
                    150,                 1.7874,                 1.6264,                 1.6144,                0.89612,                0.55666,                0.65558,                0.23321,                 2.1771,                  1.624,                 1.9081,              0.0005348,              0.0005348,              0.0005348
                    151,                 1.7046,                 1.5803,                 1.5758,                0.81571,                0.49973,                0.61149,                0.23164,                  2.205,                 1.5843,                 1.9269,              0.0005249,              0.0005249,              0.0005249
                    152,                 1.7781,                 1.5923,                 1.6032,                0.73635,                0.54064,                0.62421,                0.27482,                 2.1296,                 1.5996,                 1.8758,               0.000515,               0.000515,               0.000515
                    153,                 1.6972,                 1.6107,                 1.5625,                0.75623,                0.50036,                0.66054,                0.30064,                 2.0345,                 1.6368,                  1.843,              0.0005051,              0.0005051,              0.0005051
                    154,                 1.7674,                  1.702,                 1.6433,                0.66906,                0.52179,                0.64141,                0.26622,                 2.0176,                 1.6427,                 1.8424,              0.0004952,              0.0004952,              0.0004952
                    155,                 1.7732,                 1.6142,                 1.6033,                0.69057,                0.54003,                0.60979,                0.25761,                 2.0139,                 1.6054,                 1.8663,              0.0004853,              0.0004853,              0.0004853
                    156,                 1.7461,                 1.5187,                 1.6203,                0.78167,                0.56452,                0.65126,                0.28696,                 2.0779,                  1.589,                 1.8804,              0.0004754,              0.0004754,              0.0004754
                    157,                 1.7353,                 1.5883,                 1.5947,                0.77366,                0.53226,                0.61677,                0.27697,                 2.1094,                 1.5939,                 1.8553,              0.0004655,              0.0004655,              0.0004655
                    158,                  1.782,                 1.6988,                  1.704,                0.76623,                0.56452,                0.62405,                0.28668,                 2.0896,                 1.7053,                 1.7924,              0.0004556,              0.0004556,              0.0004556
                    159,                 1.6688,                 1.4704,                 1.6296,                0.74916,                0.54839,                0.61845,                0.29456,                 2.0343,                 1.7971,                 1.8503,              0.0004457,              0.0004457,              0.0004457
                    160,                 1.6983,                 1.5756,                 1.5606,                0.78534,                    0.5,                0.63636,                 0.2596,                 2.0706,                 1.6111,                 1.8662,              0.0004358,              0.0004358,              0.0004358
                    161,                 1.7939,                 1.7069,                 1.7113,                0.69129,                0.48387,                0.58127,                 0.2211,                 2.1171,                 1.7183,                 1.9294,              0.0004259,              0.0004259,              0.0004259
                    162,                 1.7021,                 1.5805,                 1.5583,                0.81781,                 0.5069,                0.64375,                0.28177,                 1.9965,                 1.5794,                 1.8404,               0.000416,               0.000416,               0.000416
                    163,                  1.816,                 1.6455,                 1.6436,                0.76824,                0.58821,                0.69306,                0.30525,                 1.9311,                 1.5835,                 1.7978,              0.0004061,              0.0004061,              0.0004061
                    164,                 1.7998,                 1.6605,                 1.6426,                0.76584,                0.58028,                 0.6547,                0.29405,                 1.9017,                 1.6578,                 1.8065,              0.0003962,              0.0003962,              0.0003962
                    165,                 1.7561,                 1.5383,                 1.6244,                0.80686,                0.59677,                0.69325,                0.29905,                 1.9237,                 1.6184,                 1.7903,              0.0003863,              0.0003863,              0.0003863
                    166,                 1.7086,                 1.5697,                 1.6263,                0.76056,                0.56359,                0.64604,                0.28194,                 1.9428,                 1.5338,                 1.7771,              0.0003764,              0.0003764,              0.0003764
                    167,                 1.7661,                 1.5829,                 1.6826,                0.73303,                0.56452,                0.60719,                0.25532,                 2.0234,                 1.5819,                 1.8267,              0.0003665,              0.0003665,              0.0003665
                    168,                 1.6922,                 1.5398,                  1.537,                0.71635,                0.53226,                0.60732,                0.22378,                 2.1093,                 1.6436,                 1.8806,              0.0003566,              0.0003566,              0.0003566
                    169,                 1.6995,                 1.5823,                 1.5722,                 0.7179,                0.53362,                0.62972,                0.23299,                  2.095,                 1.6167,                 1.8551,              0.0003467,              0.0003467,              0.0003467
                    170,                 1.8205,                 1.6063,                 1.6801,                0.81641,                0.57389,                0.66824,                0.26757,                 2.0604,                 1.6558,                 1.8181,              0.0003368,              0.0003368,              0.0003368
                    171,                 1.7092,                 1.5592,                 1.6035,                 0.8549,                0.54839,                0.67966,                0.27553,                 1.9936,                 1.6815,                 1.7913,              0.0003269,              0.0003269,              0.0003269
                    172,                 1.6872,                 1.5286,                 1.6171,                0.76898,                0.53697,                0.65489,                0.26093,                 1.9496,                  1.604,                 1.7931,               0.000317,               0.000317,               0.000317
                    173,                 1.7013,                 1.6243,                 1.5907,                0.80615,                0.53226,                0.65781,                0.26637,                  2.036,                  1.624,                 1.8303,              0.0003071,              0.0003071,              0.0003071
                    174,                 1.6517,                 1.5892,                 1.5721,                 0.7372,                0.58827,                0.63739,                0.27826,                 1.9551,                 1.5915,                 1.7694,              0.0002972,              0.0002972,              0.0002972
                    175,                  1.642,                 1.5465,                 1.5471,                0.73828,                0.54602,                0.64047,                0.29095,                 1.8979,                 1.5485,                  1.736,              0.0002873,              0.0002873,              0.0002873
                    176,                 1.7304,                 1.5912,                 1.5999,                0.79505,                0.62574,                0.68221,                0.28764,                 1.8746,                  1.507,                 1.7679,              0.0002774,              0.0002774,              0.0002774
                    177,                 1.7109,                 1.5196,                 1.5758,                0.74959,                0.58065,                0.63711,                0.27238,                 1.8954,                 1.5272,                  1.786,              0.0002675,              0.0002675,              0.0002675
                    178,                 1.6495,                 1.5072,                 1.5622,                0.81293,                0.49075,                0.60529,                0.22771,                 2.0185,                 1.7141,                 1.8724,              0.0002576,              0.0002576,              0.0002576
                    179,                 1.6701,                  1.513,                 1.5788,                0.70358,                0.49774,                0.58197,                0.20624,                 2.1386,                 1.7958,                 1.9571,              0.0002477,              0.0002477,              0.0002477
                    180,                 1.7134,                 1.5665,                 1.5629,                0.72851,                0.47619,                0.56431,                0.20949,                 2.1945,                 1.8686,                 1.9812,              0.0002378,              0.0002378,              0.0002378
                    181,                 1.6068,                 1.4944,                 1.5899,                0.75842,                0.48387,                0.59897,                 0.2234,                 2.0764,                 1.7919,                 1.9109,              0.0002279,              0.0002279,              0.0002279
                    182,                  1.573,                 1.4579,                 1.5367,                0.79361,                0.55826,                0.66905,                0.26496,                 1.9851,                 1.6734,                 1.8248,               0.000218,               0.000218,               0.000218
                    183,                 1.5953,                 1.4481,                 1.5187,                0.82381,                0.52797,                 0.6691,                0.27648,                 1.9577,                 1.6405,                  1.811,              0.0002081,              0.0002081,              0.0002081
                    184,                 1.7351,                 1.5965,                 1.5954,                0.83441,                0.53226,                0.67206,                0.27556,                 1.9127,                 1.6062,                 1.7683,              0.0001982,              0.0001982,              0.0001982
                    185,                 1.5371,                 1.4159,                 1.4717,                0.72298,                0.58065,                0.69711,                 0.2872,                 1.9158,                 1.6096,                 1.7527,              0.0001883,              0.0001883,              0.0001883
                    186,                 1.6561,                 1.5332,                 1.6078,                 0.8439,                0.56452,                0.70183,                0.29036,                 1.9682,                 1.6213,                 1.8111,              0.0001784,              0.0001784,              0.0001784
                    187,                 1.5907,                 1.4455,                 1.5242,                0.82427,                0.56452,                0.67938,                 0.2878,                 1.9946,                 1.5968,                 1.8277,              0.0001685,              0.0001685,              0.0001685
                    188,                 1.6728,                 1.5502,                 1.5662,                0.78846,                0.56452,                0.67034,                0.28061,                 1.9748,                 1.5442,                 1.8253,              0.0001586,              0.0001586,              0.0001586
                    189,                 1.5582,                 1.4198,                 1.4978,                0.79534,                0.56452,                0.67256,                0.28425,                 1.9428,                 1.5299,                 1.7984,              0.0001487,              0.0001487,              0.0001487
                    190,                 1.5822,                 1.4846,                 1.5373,                0.75147,                0.56452,                0.67658,                0.30204,                 1.9024,                 1.4832,                 1.7402,              0.0001388,              0.0001388,              0.0001388
                    191,                 1.6969,                 1.6245,                 1.5373,                0.82524,                0.60936,                0.71429,                0.30424,                 1.8584,                 1.4804,                 1.7123,              0.0001289,              0.0001289,              0.0001289
